transaction_id,customer_id,amount,transaction_date,transaction_type,status,payment_method
TXN03180,CUST0398,-59.36,2022-10-21,Downgrade,Completed,Wire Transfer
TXN03181,CUST0398,435.62,2025-06-13,Subscription,Completed,Credit Card
TXN03182,CUST0398,448.39,2023-08-28,Renewal,Completed,Credit Card
TXN03183,CUST0398,135.63,2022-10-23,Upgrade,Completed,ACH
TXN03184,CUST0398,464.04,2023-06-12,Subscription,Completed,ACH
TXN03185,CUST0398,457.98,2023-02-04,Renewal,Completed,Wire Transfer
TXN03186,CUST0399,-400.36,2025-05-13,Refund,Completed,Invoice
TXN03187,CUST0399,-364.43,2025-12-20,Downgrade,Failed,Wire Transfer
TXN03188,CUST0399,2190.06,2025-03-21,Subscription,Completed,Wire Transfer
TXN03189,CUST0399,2010.69,2025-07-29,One-time Add-on,Completed,Wire Transfer
TXN03190,CUST0399,-50.9,2025-05-24,Refund,Completed,ACH
TXN03191,CUST0399,-318.1,2025-11-29,Downgrade,Completed,ACH
TXN03192,CUST0399,1844.31,2025-08-24,One-time Add-on,Completed,Invoice
TXN03193,CUST0399,947.58,2025-10-08,Upgrade,Completed,Wire Transfer
TXN03194,CUST0399,1929.94,2025-05-16,One-time Add-on,Completed,Wire Transfer
TXN03195,CUST0399,2068.76,2025-06-17,Subscription,Completed,Invoice
TXN03196,CUST0399,1644.46,2025-05-30,Renewal,Completed,Wire Transfer
TXN03197,CUST0399,1810.26,2025-04-18,Subscription,Completed,ACH
TXN03198,CUST0400,-117.54,2024-08-24,Refund,Completed,Credit Card
TXN03199,CUST0400,-100.47,2024-02-10,Downgrade,Completed,Invoice
TXN03200,CUST0400,392.39,2025-07-04,One-time Add-on,Completed,Credit Card
TXN03201,CUST0400,380.23,2025-09-07,Renewal,Completed,Credit Card
TXN03202,CUST0400,434.91,2024-01-07,Renewal,Completed,Credit Card
TXN03203,CUST0401,302.4,2025-09-05,Subscription,Completed,ACH
TXN03204,CUST0401,372.32,2025-10-17,Renewal,Completed,Invoice
TXN03205,CUST0401,293.82,2024-03-24,Subscription,Completed,Wire Transfer
TXN03206,CUST0401,332.87,2025-12-20,Renewal,Pending,ACH
TXN03207,CUST0401,-50.25,2025-03-29,Refund,Completed,ACH
TXN03208,CUST0401,318.32,2024-11-13,One-time Add-on,Completed,Credit Card
TXN03209,CUST0402,-257.47,2025-08-07,Downgrade,Completed,Invoice
TXN03210,CUST0402,1603.94,2025-07-23,Renewal,Completed,ACH
TXN03211,CUST0402,1623.68,2025-09-28,One-time Add-on,Completed,ACH
TXN03212,CUST0402,-213.1,2024-12-08,Downgrade,Completed,Wire Transfer
TXN03213,CUST0403,2459.1,2025-10-12,One-time Add-on,Completed,Invoice
TXN03214,CUST0403,-345.52,2025-02-21,Downgrade,Completed,Wire Transfer
TXN03215,CUST0403,1689.03,2025-12-25,Subscription,Completed,ACH
TXN03216,CUST0403,2356.16,2025-10-28,One-time Add-on,Completed,ACH
TXN03217,CUST0403,1816.95,2025-11-25,One-time Add-on,Completed,ACH
TXN03218,CUST0404,-106.63,2025-03-14,Downgrade,Completed,Credit Card
TXN03219,CUST0404,-59.77,2025-09-05,Downgrade,Pending,Credit Card
TXN03220,CUST0404,-78.85,2025-07-04,Downgrade,Completed,Credit Card
TXN03221,CUST0404,-178.43,2025-07-13,Refund,Completed,ACH
TXN03222,CUST0404,-209.59,2024-12-12,Refund,Completed,Credit Card
TXN03223,CUST0404,90.54,2025-11-08,Upgrade,Completed,ACH
TXN03224,CUST0404,445.01,2025-08-05,One-time Add-on,Completed,Invoice
TXN03225,CUST0404,-69.65,2025-08-23,Refund,Failed,Invoice
TXN03226,CUST0404,481.18,2025-10-01,One-time Add-on,Completed,Wire Transfer
TXN03227,CUST0405,-32.99,2025-01-08,Downgrade,Completed,ACH
TXN03228,CUST0405,-50.32,2025-01-18,Downgrade,Completed,Invoice
TXN03229,CUST0405,-84.06,2024-12-06,Downgrade,Completed,Wire Transfer
TXN03230,CUST0405,298.43,2024-12-17,Subscription,Completed,Wire Transfer
TXN03231,CUST0405,361.9,2024-12-27,One-time Add-on,Pending,ACH
TXN03232,CUST0405,66.08,2024-10-18,Upgrade,Completed,Invoice
TXN03233,CUST0405,-51.12,2024-12-30,Refund,Completed,Wire Transfer
TXN03234,CUST0405,399.37,2024-08-26,One-time Add-on,Completed,Wire Transfer
TXN03235,CUST0405,-29.89,2024-12-30,Downgrade,Completed,Invoice
TXN03236,CUST0406,-84.23,2023-07-14,Downgrade,Completed,Credit Card
TXN03237,CUST0406,444.5,2024-12-06,Subscription,Completed,Wire Transfer
TXN03238,CUST0406,-133.48,2025-04-12,Refund,Completed,Wire Transfer
TXN03239,CUST0406,56.63,2024-06-29,Upgrade,Completed,Wire Transfer
TXN03240,CUST0406,-72.04,2023-09-03,Downgrade,Completed,Invoice
TXN03241,CUST0406,-107.55,2024-10-23,Refund,Completed,Credit Card
TXN03242,CUST0406,178.69,2024-06-03,Upgrade,Completed,Wire Transfer
TXN03243,CUST0406,45.24,2024-03-02,Upgrade,Completed,Invoice
TXN03244,CUST0407,7972.88,2024-05-22,Renewal,Pending,Credit Card
TXN03245,CUST0407,-798.74,2024-02-28,Downgrade,Completed,Invoice
TXN03246,CUST0407,3021.92,2024-06-28,Upgrade,Pending,Credit Card
TXN03247,CUST0407,8546.09,2024-09-10,Renewal,Completed,Wire Transfer
TXN03248,CUST0408,376.44,2023-07-22,Renewal,Completed,ACH
TXN03249,CUST0408,-199.0,2025-09-18,Refund,Completed,Wire Transfer
TXN03250,CUST0408,480.03,2025-02-17,One-time Add-on,Completed,Invoice
TXN03251,CUST0408,-234.25,2023-12-31,Refund,Completed,Invoice
TXN03252,CUST0408,379.08,2025-09-09,Renewal,Pending,Invoice
TXN03253,CUST0408,219.25,2025-06-22,Upgrade,Completed,ACH
TXN03254,CUST0408,-113.88,2023-05-24,Refund,Completed,Invoice
TXN03255,CUST0408,543.54,2023-07-20,One-time Add-on,Completed,Wire Transfer
TXN03256,CUST0408,379.59,2025-01-26,Renewal,Failed,Wire Transfer
TXN03257,CUST0408,65.31,2024-05-07,Upgrade,Completed,ACH
TXN03258,CUST0408,-138.63,2025-07-30,Downgrade,Completed,Wire Transfer
TXN03259,CUST0408,-90.49,2024-06-22,Downgrade,Completed,Invoice
TXN03260,CUST0409,5013.61,2023-05-28,One-time Add-on,Completed,Credit Card
TXN03261,CUST0409,5335.9,2022-11-30,Subscription,Completed,Wire Transfer
TXN03262,CUST0409,4524.48,2023-06-06,Subscription,Pending,Wire Transfer
TXN03263,CUST0409,5275.93,2024-02-26,Renewal,Pending,Invoice
TXN03264,CUST0410,-2216.58,2024-04-23,Refund,Completed,Invoice
TXN03265,CUST0410,2113.2,2025-11-02,Upgrade,Pending,Invoice
TXN03266,CUST0410,10783.3,2023-12-10,Renewal,Pending,Invoice
TXN03267,CUST0410,-1072.71,2025-12-27,Downgrade,Pending,ACH
TXN03268,CUST0410,10824.33,2024-01-22,Renewal,Completed,ACH
TXN03269,CUST0410,-4140.75,2024-02-23,Refund,Completed,Credit Card
TXN03270,CUST0410,-1615.15,2024-04-07,Downgrade,Pending,Wire Transfer
TXN03271,CUST0410,4761.61,2025-01-22,Upgrade,Completed,ACH
TXN03272,CUST0410,-1675.5,2025-03-24,Downgrade,Completed,ACH
TXN03273,CUST0410,11780.26,2025-01-15,Renewal,Completed,Credit Card
TXN03274,CUST0410,2969.93,2023-12-05,Upgrade,Completed,Credit Card
TXN03275,CUST0411,322.72,2025-11-26,One-time Add-on,Completed,Invoice
TXN03276,CUST0411,-77.02,2025-02-05,Refund,Completed,Credit Card
TXN03277,CUST0411,-42.85,2025-12-04,Downgrade,Completed,ACH
TXN03278,CUST0411,-68.14,2025-10-22,Downgrade,Completed,Wire Transfer
TXN03279,CUST0411,-129.75,2025-09-02,Refund,Completed,Wire Transfer
TXN03280,CUST0411,151.03,2025-09-12,Upgrade,Completed,Wire Transfer
TXN03281,CUST0412,10864.1,2025-07-17,One-time Add-on,Completed,Wire Transfer
TXN03282,CUST0412,-4379.48,2025-07-06,Refund,Completed,Credit Card
TXN03283,CUST0412,3009.57,2025-10-07,Upgrade,Completed,Invoice
TXN03284,CUST0412,9510.03,2025-06-18,Subscription,Completed,Credit Card
TXN03285,CUST0412,3457.53,2025-09-01,Upgrade,Completed,Invoice
TXN03286,CUST0412,2937.77,2025-08-18,Upgrade,Completed,ACH
TXN03287,CUST0413,1801.19,2025-09-19,Renewal,Completed,Wire Transfer
TXN03288,CUST0413,-156.34,2023-11-13,Downgrade,Completed,Invoice
TXN03289,CUST0413,422.85,2024-02-11,Upgrade,Pending,ACH
TXN03290,CUST0413,377.37,2023-08-28,Upgrade,Completed,Credit Card
TXN03291,CUST0413,1665.76,2024-03-05,Renewal,Completed,Credit Card
TXN03292,CUST0413,2107.57,2025-10-05,Subscription,Completed,ACH
TXN03293,CUST0413,1970.07,2024-10-01,Subscription,Completed,ACH
TXN03294,CUST0413,1621.47,2025-10-30,One-time Add-on,Completed,Invoice
TXN03295,CUST0413,-194.18,2025-01-28,Downgrade,Completed,Invoice
TXN03296,CUST0414,-304.5,2024-09-04,Refund,Completed,Invoice
TXN03297,CUST0414,2168.56,2025-09-24,Upgrade,Completed,ACH
TXN03298,CUST0414,-970.63,2024-09-16,Refund,Completed,Credit Card
TXN03299,CUST0414,8444.25,2024-01-28,One-time Add-on,Completed,Invoice
TXN03300,CUST0414,-798.47,2025-09-18,Downgrade,Completed,Invoice
TXN03301,CUST0414,9006.3,2025-03-08,Subscription,Completed,Invoice
TXN03302,CUST0415,-316.7,2025-07-09,Downgrade,Completed,Wire Transfer
TXN03303,CUST0415,1807.37,2023-06-16,Renewal,Completed,Wire Transfer
TXN03304,CUST0415,-647.74,2024-04-22,Refund,Completed,Wire Transfer
TXN03305,CUST0415,1662.13,2022-06-29,One-time Add-on,Completed,Credit Card
TXN03306,CUST0415,1315.7,2022-05-28,Subscription,Completed,Wire Transfer
TXN03307,CUST0415,1655.64,2024-11-20,Renewal,Completed,ACH
TXN03308,CUST0416,12199.71,2024-06-20,Subscription,Completed,Invoice
TXN03309,CUST0416,10333.11,2025-11-14,One-time Add-on,Completed,Wire Transfer
TXN03310,CUST0416,4448.67,2025-02-07,Upgrade,Completed,Wire Transfer
TXN03311,CUST0416,-3487.69,2025-09-30,Refund,Completed,Wire Transfer
TXN03312,CUST0416,11553.55,2025-03-28,Renewal,Completed,Invoice
TXN03313,CUST0416,-4018.14,2024-12-06,Refund,Completed,ACH
TXN03314,CUST0416,-671.29,2025-06-18,Refund,Completed,ACH
TXN03315,CUST0416,11012.5,2024-05-30,Subscription,Completed,Credit Card
TXN03316,CUST0416,3513.45,2024-05-24,Upgrade,Completed,Invoice
TXN03317,CUST0417,460.19,2024-09-29,Subscription,Completed,Wire Transfer
TXN03318,CUST0417,166.84,2024-03-08,Upgrade,Completed,ACH
TXN03319,CUST0417,-94.41,2024-08-22,Downgrade,Completed,Invoice
TXN03320,CUST0417,327.58,2024-11-30,Subscription,Completed,Credit Card
TXN03321,CUST0417,393.6,2024-01-14,One-time Add-on,Completed,Credit Card
TXN03322,CUST0418,12495.99,2025-12-23,Renewal,Failed,Credit Card
TXN03323,CUST0418,3957.14,2025-02-16,Upgrade,Pending,Credit Card
TXN03324,CUST0418,-5070.75,2025-12-18,Refund,Completed,Invoice
TXN03325,CUST0418,9801.38,2025-09-02,One-time Add-on,Completed,Invoice
TXN03326,CUST0418,10571.0,2025-07-18,One-time Add-on,Completed,Wire Transfer
TXN03327,CUST0419,-452.32,2024-06-01,Refund,Completed,Invoice
TXN03328,CUST0419,-303.88,2022-09-23,Refund,Completed,Invoice
TXN03329,CUST0419,-643.54,2022-10-09,Refund,Completed,ACH
TXN03330,CUST0419,1362.79,2025-12-09,Subscription,Pending,ACH
TXN03331,CUST0419,-214.95,2025-11-16,Downgrade,Completed,Wire Transfer
TXN03332,CUST0420,514.74,2024-06-24,Renewal,Completed,Credit Card
TXN03333,CUST0420,203.43,2025-08-17,Upgrade,Completed,Credit Card
TXN03334,CUST0420,109.19,2024-04-04,Upgrade,Completed,Wire Transfer
TXN03335,CUST0420,-135.87,2024-09-25,Refund,Completed,Wire Transfer
TXN03336,CUST0420,-47.92,2025-08-17,Downgrade,Completed,ACH
TXN03337,CUST0420,419.02,2025-05-16,Subscription,Completed,Invoice
TXN03338,CUST0420,417.5,2025-09-24,Renewal,Completed,Credit Card
TXN03339,CUST0420,-112.18,2024-02-28,Refund,Completed,Invoice
TXN03340,CUST0420,166.86,2024-05-23,Upgrade,Completed,ACH
TXN03341,CUST0421,-93.76,2025-08-30,Downgrade,Completed,Invoice
TXN03342,CUST0421,346.52,2025-12-27,Renewal,Completed,Credit Card
TXN03343,CUST0421,-45.04,2025-05-02,Downgrade,Completed,Credit Card
TXN03344,CUST0421,427.95,2025-05-19,One-time Add-on,Completed,ACH
TXN03345,CUST0421,419.76,2025-10-31,Subscription,Completed,Invoice
TXN03346,CUST0422,1403.94,2025-04-16,Subscription,Completed,ACH
TXN03347,CUST0422,1424.67,2025-11-30,Subscription,Completed,Credit Card
TXN03348,CUST0422,1219.3,2025-04-21,Subscription,Completed,Invoice
TXN03349,CUST0422,-673.23,2024-10-21,Refund,Completed,Wire Transfer
TXN03350,CUST0422,175.47,2025-04-15,Upgrade,Completed,Credit Card
TXN03351,CUST0422,1599.37,2023-03-15,Renewal,Completed,ACH
TXN03352,CUST0422,1203.31,2025-09-28,Renewal,Completed,Invoice
TXN03353,CUST0422,-125.2,2024-02-29,Downgrade,Completed,Credit Card
TXN03354,CUST0422,-231.15,2024-06-20,Refund,Completed,Credit Card
TXN03355,CUST0422,1336.11,2025-12-16,One-time Add-on,Completed,ACH
TXN03356,CUST0423,504.9,2025-04-03,One-time Add-on,Completed,Invoice
TXN03357,CUST0423,-182.8,2024-05-27,Refund,Pending,Credit Card
TXN03358,CUST0423,452.26,2023-12-02,Renewal,Completed,Wire Transfer
TXN03359,CUST0423,-108.89,2025-10-19,Downgrade,Completed,Wire Transfer
TXN03360,CUST0424,-232.89,2025-11-16,Refund,Completed,Wire Transfer
TXN03361,CUST0424,-738.56,2025-06-06,Refund,Completed,Invoice
TXN03362,CUST0424,-191.31,2024-11-06,Downgrade,Completed,Invoice
TXN03363,CUST0424,1944.67,2025-10-21,One-time Add-on,Failed,Credit Card
TXN03364,CUST0424,-426.71,2025-09-26,Downgrade,Completed,Credit Card
TXN03365,CUST0425,494.71,2025-01-11,Renewal,Completed,Credit Card
TXN03366,CUST0425,-48.4,2025-01-24,Downgrade,Completed,Wire Transfer
TXN03367,CUST0425,521.76,2025-01-24,Renewal,Completed,Wire Transfer
TXN03368,CUST0425,-25.53,2025-01-22,Downgrade,Completed,ACH
TXN03369,CUST0425,384.3,2024-12-23,One-time Add-on,Pending,Wire Transfer
TXN03370,CUST0425,539.63,2025-01-04,One-time Add-on,Completed,Credit Card
TXN03371,CUST0425,406.31,2025-01-03,One-time Add-on,Completed,Wire Transfer
TXN03372,CUST0426,946.84,2022-08-02,Upgrade,Completed,ACH
TXN03373,CUST0426,6062.16,2022-11-04,One-time Add-on,Completed,Invoice
TXN03374,CUST0426,5980.15,2024-12-14,Renewal,Completed,Credit Card
TXN03375,CUST0426,8065.43,2022-06-23,Subscription,Completed,Wire Transfer
TXN03376,CUST0426,6599.13,2022-12-04,One-time Add-on,Completed,ACH
TXN03377,CUST0426,-326.59,2025-06-15,Refund,Completed,Wire Transfer
TXN03378,CUST0427,10113.53,2024-11-01,Renewal,Completed,Invoice
TXN03379,CUST0427,10038.3,2024-07-05,One-time Add-on,Completed,ACH
TXN03380,CUST0427,4101.63,2025-07-11,Upgrade,Completed,ACH
TXN03381,CUST0427,8725.7,2024-12-11,Renewal,Failed,Wire Transfer
TXN03382,CUST0427,8418.39,2024-11-01,Renewal,Completed,ACH
TXN03383,CUST0428,290.62,2022-10-22,Subscription,Completed,Credit Card
TXN03384,CUST0428,317.86,2022-09-28,Renewal,Completed,Credit Card
TXN03385,CUST0428,-35.77,2022-11-09,Downgrade,Completed,ACH
TXN03386,CUST0428,-55.89,2022-10-30,Downgrade,Completed,Credit Card
TXN03387,CUST0428,280.13,2022-10-05,Subscription,Completed,ACH
TXN03388,CUST0428,-79.4,2022-10-21,Downgrade,Completed,Wire Transfer
TXN03389,CUST0429,2134.57,2024-07-03,One-time Add-on,Completed,Invoice
TXN03390,CUST0429,1911.15,2024-11-16,One-time Add-on,Completed,Invoice
TXN03391,CUST0429,1928.13,2023-07-29,Renewal,Completed,Credit Card
TXN03392,CUST0429,-214.93,2022-05-10,Downgrade,Completed,ACH
TXN03393,CUST0429,-493.72,2022-05-27,Refund,Completed,Credit Card
TXN03394,CUST0429,2324.29,2023-05-10,One-time Add-on,Completed,Invoice
TXN03395,CUST0429,-433.16,2022-08-19,Refund,Completed,Credit Card
TXN03396,CUST0430,5236.85,2023-09-10,Upgrade,Completed,Wire Transfer
TXN03397,CUST0430,14019.91,2024-07-21,Subscription,Completed,ACH
TXN03398,CUST0430,11566.22,2025-05-03,Subscription,Completed,Wire Transfer
TXN03399,CUST0430,11253.46,2023-12-27,Renewal,Failed,ACH
TXN03400,CUST0431,3108.38,2023-09-14,Upgrade,Pending,ACH
TXN03401,CUST0431,1107.13,2023-05-17,Upgrade,Completed,Credit Card
TXN03402,CUST0431,1210.64,2023-04-06,Upgrade,Pending,Wire Transfer
TXN03403,CUST0431,8296.89,2023-02-02,Renewal,Pending,Credit Card
TXN03404,CUST0431,1558.9,2024-06-29,Upgrade,Completed,Invoice
TXN03405,CUST0431,-1434.06,2023-05-13,Downgrade,Completed,ACH
TXN03406,CUST0431,-2214.55,2024-01-14,Refund,Completed,ACH
TXN03407,CUST0432,-686.38,2025-05-28,Downgrade,Completed,Wire Transfer
TXN03408,CUST0432,11696.77,2025-11-22,Subscription,Completed,Wire Transfer
TXN03409,CUST0432,-1799.5,2024-09-13,Refund,Completed,Credit Card
TXN03410,CUST0432,8392.71,2024-11-28,Subscription,Completed,Credit Card
TXN03411,CUST0432,10164.76,2024-07-23,One-time Add-on,Completed,ACH
TXN03412,CUST0432,11343.68,2025-03-06,One-time Add-on,Failed,Wire Transfer
TXN03413,CUST0433,341.16,2024-11-30,Upgrade,Completed,Invoice
TXN03414,CUST0433,1152.99,2023-04-22,Renewal,Failed,Credit Card
TXN03415,CUST0433,1062.02,2025-05-26,One-time Add-on,Completed,Credit Card
TXN03416,CUST0433,-173.44,2025-06-17,Refund,Completed,Credit Card
TXN03417,CUST0433,1203.66,2025-10-05,Subscription,Completed,ACH
TXN03418,CUST0433,-146.48,2023-01-28,Downgrade,Completed,ACH
TXN03419,CUST0433,1386.22,2024-10-18,One-time Add-on,Completed,ACH
TXN03420,CUST0433,1066.4,2024-06-03,Renewal,Completed,Invoice
TXN03421,CUST0433,-334.79,2024-02-10,Downgrade,Completed,ACH
TXN03422,CUST0433,1204.69,2023-04-03,Renewal,Completed,Wire Transfer
TXN03423,CUST0433,-113.34,2024-02-18,Downgrade,Completed,Credit Card
TXN03424,CUST0433,1403.03,2023-07-16,Subscription,Completed,Invoice
TXN03425,CUST0434,3816.26,2022-12-09,Upgrade,Completed,ACH
TXN03426,CUST0434,6823.47,2023-07-06,Subscription,Completed,Invoice
TXN03427,CUST0434,3290.22,2023-08-06,Upgrade,Failed,Invoice
TXN03428,CUST0434,6989.9,2023-07-28,One-time Add-on,Completed,Credit Card
TXN03429,CUST0434,1222.06,2023-03-29,Upgrade,Completed,Credit Card
TXN03430,CUST0434,-1588.61,2023-02-27,Downgrade,Completed,ACH
TXN03431,CUST0435,-99.83,2023-04-12,Refund,Pending,Invoice
TXN03432,CUST0435,288.07,2025-12-18,Subscription,Completed,Wire Transfer
TXN03433,CUST0435,360.53,2024-03-07,One-time Add-on,Pending,Invoice
TXN03434,CUST0435,77.02,2025-03-11,Upgrade,Completed,Credit Card
TXN03435,CUST0435,303.37,2025-11-05,One-time Add-on,Completed,ACH
TXN03436,CUST0435,348.63,2024-12-07,Subscription,Completed,ACH
TXN03437,CUST0435,353.36,2024-12-30,Subscription,Completed,Credit Card
TXN03438,CUST0436,-3278.35,2023-09-11,Refund,Completed,Wire Transfer
TXN03439,CUST0436,9240.76,2024-05-11,One-time Add-on,Completed,Wire Transfer
TXN03440,CUST0436,9446.12,2023-11-09,Subscription,Completed,Credit Card
TXN03441,CUST0436,1956.67,2023-08-18,Upgrade,Completed,Wire Transfer
TXN03442,CUST0436,-620.21,2024-08-04,Downgrade,Completed,Wire Transfer
TXN03443,CUST0436,12472.94,2024-03-25,One-time Add-on,Completed,Invoice
TXN03444,CUST0436,-939.25,2024-08-24,Downgrade,Completed,Credit Card
TXN03445,CUST0436,9782.19,2024-12-23,Renewal,Completed,Credit Card
TXN03446,CUST0436,11677.98,2025-09-15,Renewal,Completed,Credit Card
TXN03447,CUST0437,338.43,2023-10-31,Renewal,Completed,Wire Transfer
TXN03448,CUST0437,377.77,2022-12-26,Renewal,Completed,Credit Card
TXN03449,CUST0437,95.79,2025-12-15,Upgrade,Completed,Wire Transfer
TXN03450,CUST0437,314.82,2024-10-19,Renewal,Completed,Wire Transfer
TXN03451,CUST0437,-40.79,2024-01-22,Downgrade,Pending,ACH
TXN03452,CUST0437,-17.34,2024-11-28,Downgrade,Completed,ACH
TXN03453,CUST0437,376.43,2023-07-05,One-time Add-on,Completed,Wire Transfer
TXN03454,CUST0437,269.99,2023-07-31,One-time Add-on,Completed,Credit Card
TXN03455,CUST0437,-156.69,2023-12-20,Refund,Completed,Credit Card
TXN03456,CUST0437,-144.84,2024-08-02,Refund,Completed,Credit Card
TXN03457,CUST0437,-63.92,2023-04-27,Downgrade,Completed,Wire Transfer
TXN03458,CUST0437,-17.82,2025-05-15,Downgrade,Completed,ACH
TXN03459,CUST0438,-33.64,2023-10-05,Downgrade,Completed,ACH
TXN03460,CUST0438,482.13,2024-01-30,Renewal,Failed,Invoice
TXN03461,CUST0438,63.76,2023-05-05,Upgrade,Completed,Wire Transfer
TXN03462,CUST0438,-119.13,2025-12-10,Refund,Completed,Invoice
TXN03463,CUST0438,89.07,2025-05-25,Upgrade,Completed,Wire Transfer
TXN03464,CUST0438,-108.6,2024-09-15,Downgrade,Failed,Wire Transfer
TXN03465,CUST0438,559.24,2023-12-14,Renewal,Completed,ACH
TXN03466,CUST0438,-120.31,2024-08-21,Downgrade,Completed,Credit Card
TXN03467,CUST0438,376.8,2024-10-27,Renewal,Completed,ACH
TXN03468,CUST0438,-122.67,2024-09-09,Downgrade,Completed,Wire Transfer
TXN03469,CUST0438,467.74,2025-04-27,Subscription,Completed,ACH
TXN03470,CUST0438,189.05,2023-11-15,Upgrade,Completed,ACH
TXN03471,CUST0439,2127.47,2023-12-18,Renewal,Failed,Invoice
TXN03472,CUST0439,-501.82,2024-03-18,Downgrade,Completed,Wire Transfer
TXN03473,CUST0439,-640.17,2024-01-02,Downgrade,Completed,Wire Transfer
TXN03474,CUST0439,2558.51,2023-02-18,One-time Add-on,Pending,Invoice
TXN03475,CUST0439,2169.91,2024-03-21,One-time Add-on,Completed,Wire Transfer
TXN03476,CUST0439,2037.92,2024-02-18,One-time Add-on,Completed,Credit Card
TXN03477,CUST0439,2290.92,2023-12-15,Renewal,Completed,Wire Transfer
TXN03478,CUST0439,2143.95,2023-01-17,Subscription,Pending,Wire Transfer
TXN03479,CUST0439,2206.68,2023-09-23,One-time Add-on,Completed,ACH
TXN03480,CUST0439,2055.47,2023-03-15,Renewal,Completed,ACH
TXN03481,CUST0439,2050.17,2023-06-16,Subscription,Completed,Invoice
TXN03482,CUST0440,10399.62,2022-12-27,Subscription,Completed,Invoice
TXN03483,CUST0440,13240.0,2023-01-09,One-time Add-on,Completed,Wire Transfer
TXN03484,CUST0440,13469.19,2023-01-09,One-time Add-on,Completed,Invoice
TXN03485,CUST0440,-1706.81,2023-03-02,Refund,Completed,Credit Card
TXN03486,CUST0440,12912.78,2022-12-23,Subscription,Completed,ACH
TXN03487,CUST0440,10058.7,2023-02-15,One-time Add-on,Completed,ACH
TXN03488,CUST0440,-2621.63,2022-12-08,Refund,Completed,Wire Transfer
TXN03489,CUST0440,13485.14,2023-03-04,One-time Add-on,Completed,ACH
TXN03490,CUST0440,12169.3,2022-12-16,One-time Add-on,Completed,Invoice
TXN03491,CUST0440,14472.09,2023-02-14,Subscription,Completed,Credit Card
TXN03492,CUST0440,13618.61,2023-01-21,Subscription,Failed,ACH
TXN03493,CUST0440,13611.94,2022-12-19,Renewal,Completed,ACH
TXN03494,CUST0441,-246.04,2024-07-28,Refund,Completed,Credit Card
TXN03495,CUST0441,-138.18,2025-06-13,Downgrade,Completed,Invoice
TXN03496,CUST0441,2199.47,2024-06-18,Renewal,Completed,Invoice
TXN03497,CUST0441,1940.43,2024-07-13,Subscription,Completed,ACH
TXN03498,CUST0441,2155.46,2024-08-08,One-time Add-on,Completed,Credit Card
TXN03499,CUST0441,2473.37,2024-07-27,Subscription,Completed,Credit Card
TXN03500,CUST0441,1029.83,2024-10-01,Upgrade,Completed,Credit Card
TXN03501,CUST0441,2422.83,2024-10-17,Subscription,Completed,Credit Card
TXN03502,CUST0442,-132.0,2025-04-09,Refund,Completed,Credit Card
TXN03503,CUST0442,-161.99,2025-05-10,Refund,Pending,ACH
TXN03504,CUST0442,147.76,2025-04-08,Upgrade,Completed,Credit Card
TXN03505,CUST0442,357.38,2025-03-29,One-time Add-on,Completed,Wire Transfer
TXN03506,CUST0442,-118.98,2025-04-30,Refund,Completed,Wire Transfer
TXN03507,CUST0442,415.98,2025-05-19,Subscription,Completed,Invoice
TXN03508,CUST0442,369.94,2024-12-22,Renewal,Completed,Credit Card
TXN03509,CUST0442,-111.03,2024-10-01,Downgrade,Completed,Invoice
TXN03510,CUST0442,-50.51,2025-02-06,Refund,Completed,Invoice
TXN03511,CUST0442,429.65,2025-02-26,Subscription,Completed,Invoice
TXN03512,CUST0442,-22.5,2024-10-23,Downgrade,Completed,Credit Card
TXN03513,CUST0443,8696.2,2025-02-27,Renewal,Completed,Invoice
TXN03514,CUST0443,-1296.75,2025-04-17,Downgrade,Completed,ACH
TXN03515,CUST0443,3268.12,2025-08-15,Upgrade,Completed,Invoice
TXN03516,CUST0443,8713.97,2025-09-22,Subscription,Completed,Wire Transfer
TXN03517,CUST0443,8035.01,2025-09-16,Subscription,Completed,Wire Transfer
TXN03518,CUST0443,-2004.31,2025-06-08,Downgrade,Completed,Credit Card
TXN03519,CUST0443,-1002.16,2025-03-06,Refund,Completed,ACH
TXN03520,CUST0443,8643.86,2025-02-17,Renewal,Failed,ACH
TXN03521,CUST0443,-1474.56,2025-02-10,Downgrade,Completed,Invoice
TXN03522,CUST0443,-2879.57,2025-10-14,Refund,Completed,Invoice
TXN03523,CUST0443,-1627.26,2025-04-21,Downgrade,Completed,Invoice
TXN03524,CUST0444,-1882.1,2025-06-28,Downgrade,Completed,Wire Transfer
TXN03525,CUST0444,-4317.6,2025-09-17,Refund,Pending,Credit Card
TXN03526,CUST0444,10050.05,2025-07-31,Subscription,Completed,Wire Transfer
TXN03527,CUST0444,-626.11,2025-07-08,Downgrade,Completed,Credit Card
TXN03528,CUST0444,8684.15,2025-07-17,Renewal,Failed,Wire Transfer
TXN03529,CUST0444,4035.5,2025-07-10,Upgrade,Completed,Credit Card
TXN03530,CUST0444,10527.25,2025-09-07,One-time Add-on,Completed,Wire Transfer
TXN03531,CUST0444,2767.6,2025-08-28,Upgrade,Completed,Credit Card
TXN03532,CUST0444,10060.3,2025-07-28,Subscription,Completed,Credit Card
TXN03533,CUST0445,9935.82,2025-08-28,Renewal,Completed,Credit Card
TXN03534,CUST0445,-2790.24,2025-09-13,Downgrade,Completed,Invoice
