usage_id,customer_id,usage_date,feature,session_minutes,actions_count
USG06282,CUST0311,2023-11-03,Reporting,15.9,45
USG06283,CUST0350,2022-03-19,Dashboard,17.3,38
USG06284,CUST0321,2024-01-15,Integrations,5.9,30
USG06285,CUST0234,2023-01-29,Reporting,1.5,40
USG06286,CUST0293,2024-03-31,User Management,6.8,28
USG06287,CUST0235,2025-05-02,API Access,9.4,20
USG06288,CUST0425,2022-01-27,Reporting,4.6,44
USG06289,CUST0476,2025-02-19,Analytics,43.2,34
USG06290,CUST0327,2023-08-10,Bulk Import,38.3,2
USG06291,CUST0094,2025-12-21,API Access,42.9,18
USG06292,CUST0407,2022-11-12,Bulk Import,46.0,39
USG06293,CUST0403,2023-08-24,Automation,2.8,53
USG06294,CUST0329,2025-08-28,Audit Logs,12.7,22
USG06295,CUST0245,2025-07-01,API Access,18.6,11
USG06296,CUST0075,2023-07-20,Dashboard,8.5,35
USG06297,CUST0163,2022-04-18,Dashboard,25.7,1
USG06298,CUST0306,2025-05-08,User Management,11.3,13
USG06299,CUST0451,2022-05-25,Integrations,0.6,14
USG06300,CUST0052,2022-08-09,Analytics,20.9,19
USG06301,CUST0267,2023-01-18,Dashboard,23.9,48
USG06302,CUST0145,2023-07-30,Reporting,37.4,75
USG06303,CUST0032,2025-08-27,Automation,15.7,59
USG06304,CUST0007,2025-06-11,Notifications,24.6,5
USG06305,CUST0442,2025-06-06,Integrations,3.4,2
USG06306,CUST0300,2023-11-05,Analytics,1.2,21
USG06307,CUST0078,2025-10-05,Audit Logs,15.5,45
USG06308,CUST0385,2024-01-14,User Management,11.9,8
USG06309,CUST0342,2025-01-12,Automation,8.2,76
USG06310,CUST0228,2023-08-17,User Management,10.9,48
USG06311,CUST0077,2022-09-27,Reporting,35.1,3
USG06312,CUST0427,2024-04-12,API Access,21.7,42
USG06313,CUST0004,2025-03-12,Dashboard,11.7,14
USG06314,CUST0488,2023-03-10,Dashboard,8.2,70
USG06315,CUST0238,2022-06-22,Analytics,4.3,36
USG06316,CUST0204,2023-10-15,Reporting,33.5,50
USG06317,CUST0228,2025-11-22,Integrations,23.0,40
USG06318,CUST0255,2023-02-19,Analytics,47.2,4
USG06319,CUST0096,2023-01-18,Notifications,18.8,68
USG06320,CUST0141,2022-01-12,Audit Logs,48.4,63
USG06321,CUST0331,2022-12-03,User Management,0.2,52
USG06322,CUST0187,2025-11-19,API Access,26.4,71
USG06323,CUST0471,2024-07-30,Audit Logs,47.2,48
USG06324,CUST0265,2025-03-21,Audit Logs,1.8,8
USG06325,CUST0254,2022-10-07,Audit Logs,115.9,55
USG06326,CUST0476,2024-05-30,Notifications,40.7,69
USG06327,CUST0155,2023-04-17,Bulk Import,11.0,17
USG06328,CUST0286,2022-01-14,Bulk Import,3.9,38
USG06329,CUST0024,2022-04-07,Reporting,34.0,6
USG06330,CUST0242,2024-04-01,User Management,0.8,32
USG06331,CUST0311,2025-02-21,Reporting,8.5,49
USG06332,CUST0019,2022-10-17,Analytics,1.7,24
USG06333,CUST0199,2023-02-03,Automation,52.0,40
USG06334,CUST0286,2023-12-10,Analytics,12.7,73
USG06335,CUST0336,2024-11-02,Integrations,11.8,29
USG06336,CUST0441,2023-06-05,Notifications,0.8,18
USG06337,CUST0306,2023-07-31,Analytics,3.6,43
USG06338,CUST0491,2025-04-07,Notifications,15.8,73
USG06339,CUST0332,2024-05-10,Integrations,34.8,44
USG06340,CUST0280,2023-11-16,Dashboard,8.6,18
USG06341,CUST0401,2023-04-18,Analytics,0.1,31
USG06342,CUST0496,2022-12-18,Automation,38.4,76
USG06343,CUST0064,2025-05-22,Bulk Import,77.6,54
USG06344,CUST0107,2025-08-27,Notifications,22.1,4
USG06345,CUST0107,2024-10-11,User Management,63.7,71
USG06346,CUST0184,2025-04-13,Integrations,13.9,24
USG06347,CUST0191,2022-08-02,Automation,1.5,75
USG06348,CUST0374,2025-03-07,Audit Logs,21.5,13
USG06349,CUST0107,2022-05-08,Analytics,17.9,45
USG06350,CUST0312,2023-02-09,API Access,2.0,39
USG06351,CUST0461,2025-11-25,User Management,32.0,70
USG06352,CUST0242,2024-05-30,Notifications,2.0,78
USG06353,CUST0226,2022-08-01,User Management,48.5,30
USG06354,CUST0036,2025-06-03,API Access,1.7,54
USG06355,CUST0089,2024-09-29,Integrations,5.6,1
USG06356,CUST0246,2025-03-27,User Management,11.0,19
USG06357,CUST0006,2022-05-09,Automation,4.6,26
USG06358,CUST0297,2023-08-04,Automation,6.2,41
USG06359,CUST0335,2023-09-09,Bulk Import,24.0,50
USG06360,CUST0386,2025-08-18,Reporting,7.5,76
USG06361,CUST0294,2024-09-10,Automation,21.7,27
USG06362,CUST0164,2022-05-13,Analytics,0.2,50
USG06363,CUST0128,2022-04-14,Notifications,0.6,44
USG06364,CUST0297,2022-06-06,User Management,2.7,41
USG06365,CUST0286,2022-12-15,Analytics,4.8,34
USG06366,CUST0043,2023-11-12,Notifications,28.7,11
USG06367,CUST0127,2023-05-24,Analytics,5.1,34
USG06368,CUST0476,2025-01-10,User Management,21.8,43
USG06369,CUST0362,2024-02-01,Audit Logs,9.9,53
USG06370,CUST0077,2025-05-17,Reporting,31.8,76
USG06371,CUST0426,2023-12-01,Dashboard,5.5,11
USG06372,CUST0493,2022-08-06,Notifications,1.4,24
USG06373,CUST0385,2022-08-20,User Management,28.6,63
USG06374,CUST0084,2025-01-19,API Access,8.9,2
USG06375,CUST0327,2022-04-13,Analytics,20.2,56
USG06376,CUST0015,2023-02-03,Reporting,3.6,17
USG06377,CUST0316,2025-02-13,Bulk Import,11.0,33
USG06378,CUST0325,2024-02-16,Bulk Import,4.9,14
USG06379,CUST0149,2022-06-12,Integrations,23.4,25
USG06380,CUST0225,2024-05-25,Reporting,1.5,18
USG06381,CUST0308,2023-02-26,Audit Logs,25.6,5
USG06382,CUST0460,2024-06-05,API Access,64.1,19
USG06383,CUST0116,2023-04-15,Dashboard,0.1,35
USG06384,CUST0303,2023-09-12,Bulk Import,1.5,54
USG06385,CUST0424,2024-01-06,API Access,15.7,55
USG06386,CUST0406,2022-06-28,Analytics,20.4,71
USG06387,CUST0071,2025-07-20,Reporting,5.6,73
USG06388,CUST0029,2025-01-29,Bulk Import,16.4,17
USG06389,CUST0049,2022-02-25,Automation,24.5,2
USG06390,CUST0432,2022-12-24,Notifications,4.4,55
USG06391,CUST0251,2023-02-15,Analytics,7.4,61
USG06392,CUST0005,2024-04-04,Audit Logs,8.7,33
USG06393,CUST0141,2025-04-28,API Access,14.5,20
USG06394,CUST0125,2025-08-28,API Access,0.1,39
USG06395,CUST0227,2023-10-20,Analytics,10.8,15
USG06396,CUST0088,2022-10-23,Audit Logs,33.6,80
USG06397,CUST0347,2024-10-27,API Access,39.6,39
USG06398,CUST0487,2025-09-28,Reporting,9.4,46
USG06399,CUST0410,2023-09-02,Audit Logs,1.2,36
USG06400,CUST0229,2024-02-20,Bulk Import,33.3,49
USG06401,CUST0013,2023-01-07,API Access,33.3,29
USG06402,CUST0014,2023-07-17,Audit Logs,15.0,66
USG06403,CUST0431,2023-11-24,Dashboard,4.4,67
USG06404,CUST0163,2025-06-30,Integrations,5.4,75
USG06405,CUST0144,2022-05-02,Dashboard,16.4,9
USG06406,CUST0409,2023-06-09,Integrations,3.2,72
USG06407,CUST0234,2023-02-09,Integrations,4.3,1
USG06408,CUST0369,2024-10-24,Notifications,6.1,45
USG06409,CUST0148,2025-09-19,Dashboard,2.4,60
USG06410,CUST0022,2025-03-11,Dashboard,2.9,48
USG06411,CUST0372,2023-01-25,API Access,15.7,21
USG06412,CUST0421,2022-05-02,User Management,39.9,53
USG06413,CUST0344,2024-05-02,User Management,16.7,32
USG06414,CUST0105,2022-08-11,Analytics,6.7,76
USG06415,CUST0486,2024-11-13,Notifications,5.3,64
USG06416,CUST0022,2022-02-27,Reporting,21.7,79
USG06417,CUST0364,2022-11-18,Automation,36.8,65
USG06418,CUST0395,2025-11-02,API Access,13.1,73
USG06419,CUST0356,2022-04-11,Analytics,10.3,46
USG06420,CUST0248,2023-06-28,Bulk Import,14.9,47
USG06421,CUST0471,2022-03-07,Automation,6.0,71
USG06422,CUST0300,2025-11-11,Notifications,4.2,33
USG06423,CUST0281,2022-04-19,Dashboard,1.0,48
USG06424,CUST0169,2023-12-14,Analytics,11.4,64
USG06425,CUST0148,2023-01-09,Analytics,12.6,63
USG06426,CUST0303,2022-10-08,Bulk Import,62.8,70
USG06427,CUST0216,2022-08-13,User Management,2.4,30
USG06428,CUST0023,2024-05-10,Dashboard,43.5,71
USG06429,CUST0300,2025-05-18,Dashboard,22.8,66
USG06430,CUST0389,2023-10-10,Notifications,13.7,63
USG06431,CUST0159,2024-02-05,Audit Logs,34.2,38
USG06432,CUST0321,2023-05-11,User Management,3.4,48
USG06433,CUST0402,2023-12-20,Notifications,6.6,55
USG06434,CUST0119,2022-04-09,Analytics,40.3,44
USG06435,CUST0118,2023-04-09,API Access,22.6,49
USG06436,CUST0250,2022-11-13,Bulk Import,15.0,6
USG06437,CUST0180,2022-06-13,Notifications,22.1,75
USG06438,CUST0232,2024-03-10,Analytics,35.5,64
USG06439,CUST0104,2022-09-13,API Access,9.5,26
USG06440,CUST0351,2025-07-22,Notifications,39.6,47
USG06441,CUST0451,2023-12-01,Notifications,46.0,59
USG06442,CUST0367,2024-02-24,Analytics,33.7,7
USG06443,CUST0192,2022-02-09,Integrations,10.7,13
USG06444,CUST0188,2022-10-10,Analytics,25.2,10
USG06445,CUST0469,2023-10-26,API Access,14.8,61
USG06446,CUST0489,2022-10-12,API Access,44.3,32
USG06447,CUST0210,2025-07-12,Dashboard,3.6,11
USG06448,CUST0092,2025-06-07,Dashboard,9.2,27
USG06449,CUST0343,2024-05-24,Audit Logs,28.1,57
USG06450,CUST0354,2025-03-29,User Management,5.3,59
USG06451,CUST0037,2024-08-11,User Management,30.3,21
USG06452,CUST0046,2022-03-31,API Access,0.7,14
USG06453,CUST0436,2022-12-24,Notifications,36.2,49
USG06454,CUST0459,2025-09-16,Integrations,2.0,13
USG06455,CUST0077,2024-09-08,Notifications,1.6,4
USG06456,CUST0411,2024-03-18,Audit Logs,25.6,36
USG06457,CUST0347,2023-05-22,Bulk Import,22.3,8
USG06458,CUST0099,2023-02-08,Audit Logs,2.7,60
USG06459,CUST0447,2025-01-18,Reporting,22.4,68
USG06460,CUST0460,2023-12-29,Integrations,11.5,66
USG06461,CUST0337,2025-03-24,Dashboard,18.3,4
USG06462,CUST0001,2023-09-29,API Access,1.8,76
USG06463,CUST0295,2024-06-23,Audit Logs,20.2,14
USG06464,CUST0394,2024-04-28,Notifications,1.8,10
USG06465,CUST0194,2022-03-20,Reporting,12.6,16
USG06466,CUST0077,2025-12-16,Notifications,4.1,45
USG06467,CUST0269,2022-12-14,Notifications,13.0,48
USG06468,CUST0105,2022-10-21,Notifications,23.7,9
USG06469,CUST0002,2025-09-11,Automation,20.0,69
USG06470,CUST0161,2025-06-12,Bulk Import,10.6,60
USG06471,CUST0423,2025-05-30,User Management,2.1,50
USG06472,CUST0373,2024-06-27,Bulk Import,0.4,56
USG06473,CUST0426,2024-08-11,Analytics,2.4,74
USG06474,CUST0455,2024-07-10,Integrations,25.1,32
USG06475,CUST0158,2024-03-02,Reporting,21.2,66
USG06476,CUST0449,2024-10-03,Notifications,1.6,21
USG06477,CUST0047,2024-09-21,Bulk Import,10.2,15
USG06478,CUST0408,2025-01-16,Audit Logs,20.8,58
USG06479,CUST0216,2022-06-09,Notifications,14.9,26
USG06480,CUST0412,2024-04-05,Bulk Import,5.2,63
USG06481,CUST0451,2024-04-25,Automation,14.6,35
USG06482,CUST0306,2025-01-24,Notifications,1.7,53
USG06483,CUST0416,2023-12-19,Reporting,36.5,29
USG06484,CUST0067,2024-09-19,Notifications,4.3,43
USG06485,CUST0275,2022-09-19,Bulk Import,1.6,78
USG06486,CUST0398,2023-07-25,Automation,90.5,13
USG06487,CUST0146,2022-10-15,Audit Logs,31.8,14
USG06488,CUST0106,2025-11-24,Reporting,20.4,28
USG06489,CUST0478,2025-12-08,User Management,7.5,21
USG06490,CUST0227,2023-11-25,Bulk Import,14.9,10
USG06491,CUST0155,2022-01-10,Bulk Import,51.8,77
USG06492,CUST0404,2022-06-19,Notifications,17.5,13
USG06493,CUST0207,2025-12-08,API Access,16.8,66
USG06494,CUST0347,2023-06-24,Bulk Import,24.4,38
USG06495,CUST0185,2022-04-20,Analytics,11.4,38
USG06496,CUST0051,2024-09-28,Reporting,2.4,76
USG06497,CUST0411,2025-06-06,Reporting,54.8,78
USG06498,CUST0494,2025-04-26,Notifications,17.0,68
USG06499,CUST0415,2024-11-14,Audit Logs,16.8,23
USG06500,CUST0211,2023-02-07,Notifications,2.4,28
USG06501,CUST0337,2024-08-13,API Access,2.4,47
USG06502,CUST0222,2024-04-30,Automation,104.8,13
USG06503,CUST0012,2025-07-23,Bulk Import,20.6,57
USG06504,CUST0153,2023-12-02,Analytics,53.9,25
USG06505,CUST0004,2025-09-24,Dashboard,13.7,19
USG06506,CUST0230,2022-06-07,Audit Logs,8.4,30
USG06507,CUST0271,2023-03-07,Dashboard,66.4,59
USG06508,CUST0348,2022-09-24,Reporting,13.0,14
USG06509,CUST0298,2023-02-06,User Management,6.8,63
USG06510,CUST0252,2024-11-16,User Management,13.0,73
USG06511,CUST0446,2025-12-13,Notifications,6.2,28
USG06512,CUST0286,2022-09-08,Integrations,3.8,34
USG06513,CUST0318,2025-05-11,Integrations,45.9,73
USG06514,CUST0382,2024-11-14,Automation,10.5,7
USG06515,CUST0361,2022-09-27,User Management,66.2,16
USG06516,CUST0397,2022-07-08,Dashboard,58.6,66
USG06517,CUST0191,2023-03-17,Automation,1.6,21
USG06518,CUST0469,2024-07-08,Audit Logs,11.4,33
USG06519,CUST0274,2023-11-27,Integrations,12.0,55
USG06520,CUST0047,2024-04-25,Analytics,20.8,39
USG06521,CUST0115,2022-12-27,Automation,12.1,52
USG06522,CUST0173,2024-11-13,Bulk Import,24.1,12
USG06523,CUST0176,2024-05-28,Analytics,11.9,19
USG06524,CUST0500,2025-11-20,Notifications,13.7,71
USG06525,CUST0438,2023-04-05,Automation,14.9,55
USG06526,CUST0149,2023-06-21,API Access,19.5,70
USG06527,CUST0116,2023-05-17,Audit Logs,8.1,71
USG06528,CUST0267,2025-08-25,Reporting,9.6,13
USG06529,CUST0221,2024-11-28,Notifications,32.3,13
USG06530,CUST0019,2022-11-30,Audit Logs,10.2,19
USG06531,CUST0489,2023-09-30,API Access,16.4,76
USG06532,CUST0212,2022-11-01,Reporting,39.6,45
USG06533,CUST0297,2022-10-16,API Access,2.9,66
USG06534,CUST0109,2024-10-22,Bulk Import,8.2,66
USG06535,CUST0103,2022-05-12,Integrations,19.3,8
USG06536,CUST0111,2023-03-12,Bulk Import,2.2,3
USG06537,CUST0208,2023-05-28,Audit Logs,35.0,7
USG06538,CUST0473,2024-08-11,Automation,1.6,26
USG06539,CUST0082,2022-11-12,API Access,104.7,54
USG06540,CUST0196,2025-12-10,Bulk Import,0.1,50
USG06541,CUST0189,2023-06-05,Bulk Import,16.7,54
USG06542,CUST0489,2025-03-25,User Management,8.4,45
USG06543,CUST0354,2022-01-05,Reporting,54.5,60
USG06544,CUST0127,2024-11-09,API Access,4.3,74
USG06545,CUST0137,2024-12-19,Notifications,5.5,44
USG06546,CUST0083,2024-10-16,Automation,92.7,56
USG06547,CUST0211,2023-05-30,Audit Logs,2.7,52
USG06548,CUST0224,2022-01-10,Reporting,14.7,11
USG06549,CUST0012,2025-09-08,Integrations,15.8,7
USG06550,CUST0146,2025-10-14,Reporting,0.5,73
USG06551,CUST0324,2023-05-15,Analytics,9.0,1
USG06552,CUST0479,2022-01-09,API Access,1.8,77
USG06553,CUST0204,2023-02-06,Integrations,23.8,21
USG06554,CUST0080,2025-12-16,API Access,2.6,45
USG06555,CUST0279,2022-02-23,Integrations,27.4,65
USG06556,CUST0057,2023-03-20,API Access,64.3,71
USG06557,CUST0025,2023-05-19,Bulk Import,13.6,70
USG06558,CUST0139,2023-10-15,Notifications,14.8,54
USG06559,CUST0374,2024-03-04,Automation,23.5,21
USG06560,CUST0416,2023-12-27,Audit Logs,13.2,67
USG06561,CUST0062,2024-03-24,Dashboard,1.1,1
USG06562,CUST0014,2025-09-23,Analytics,48.8,26
USG06563,CUST0279,2022-10-22,User Management,36.4,13
USG06564,CUST0015,2022-04-23,Notifications,9.8,21
USG06565,CUST0088,2023-03-12,Automation,6.8,6
USG06566,CUST0118,2025-04-02,Reporting,9.8,7
USG06567,CUST0438,2025-05-11,Bulk Import,38.1,7
USG06568,CUST0315,2025-11-25,API Access,48.9,13
USG06569,CUST0271,2024-07-06,Dashboard,1.8,20
USG06570,CUST0087,2023-07-20,Dashboard,23.4,19
USG06571,CUST0411,2024-05-19,Notifications,91.1,54
USG06572,CUST0211,2023-06-29,Audit Logs,22.6,41
USG06573,CUST0235,2024-10-04,Analytics,12.2,75
USG06574,CUST0116,2022-10-09,User Management,10.9,20
USG06575,CUST0127,2025-10-06,Automation,20.8,45
USG06576,CUST0423,2022-02-21,Notifications,9.3,17
USG06577,CUST0465,2022-09-23,Notifications,0.0,48
USG06578,CUST0196,2023-04-06,Analytics,47.8,14
USG06579,CUST0113,2025-12-03,Reporting,2.2,18
USG06580,CUST0172,2024-08-04,Audit Logs,3.0,12
USG06581,CUST0211,2024-12-06,Dashboard,3.0,80
USG06582,CUST0402,2023-11-20,Bulk Import,11.2,59
USG06583,CUST0233,2023-07-03,Reporting,19.2,38
USG06584,CUST0012,2023-05-20,Bulk Import,5.4,68
USG06585,CUST0437,2024-11-21,Automation,4.9,45
USG06586,CUST0155,2025-09-25,Reporting,1.5,70
USG06587,CUST0030,2022-12-17,Notifications,24.5,21
USG06588,CUST0202,2025-12-10,API Access,3.3,48
USG06589,CUST0438,2022-12-25,Automation,6.1,54
USG06590,CUST0230,2025-12-20,Automation,3.4,10
USG06591,CUST0057,2023-06-04,Notifications,0.6,10
USG06592,CUST0387,2022-10-31,Automation,40.8,49
USG06593,CUST0176,2025-07-30,Reporting,22.5,76
USG06594,CUST0026,2025-10-26,Reporting,21.3,6
USG06595,CUST0354,2024-06-08,Integrations,4.8,65
USG06596,CUST0295,2024-05-22,Notifications,2.1,28
USG06597,CUST0026,2025-07-23,Dashboard,1.4,64
USG06598,CUST0463,2023-04-07,Dashboard,3.0,14
USG06599,CUST0166,2022-02-28,Analytics,9.3,22
USG06600,CUST0146,2024-07-14,Automation,15.9,67
USG06601,CUST0491,2024-11-17,Automation,47.1,67
USG06602,CUST0086,2023-09-01,Analytics,5.7,17
USG06603,CUST0305,2023-05-24,Dashboard,7.4,53
USG06604,CUST0398,2023-03-27,Integrations,13.4,30
USG06605,CUST0174,2024-09-10,Notifications,12.3,30
USG06606,CUST0336,2023-08-28,Audit Logs,18.5,31
USG06607,CUST0165,2025-12-10,User Management,9.0,12
USG06608,CUST0370,2023-12-04,API Access,11.6,80
USG06609,CUST0248,2024-10-18,Bulk Import,0.9,49
USG06610,CUST0398,2024-02-13,Analytics,25.5,77
USG06611,CUST0296,2025-08-27,Bulk Import,23.5,4
USG06612,CUST0377,2024-03-07,Analytics,4.2,51
USG06613,CUST0126,2023-04-09,Automation,13.8,35
USG06614,CUST0058,2022-04-03,Reporting,103.5,74
USG06615,CUST0413,2025-01-02,Dashboard,49.9,36
USG06616,CUST0479,2024-01-28,Analytics,19.8,7
USG06617,CUST0173,2024-05-23,Integrations,39.6,71
USG06618,CUST0018,2023-11-26,API Access,8.4,71
USG06619,CUST0068,2025-04-26,User Management,40.0,25
USG06620,CUST0115,2025-06-04,API Access,2.2,36
USG06621,CUST0037,2024-07-24,User Management,10.9,8
USG06622,CUST0026,2023-02-22,Notifications,8.1,52
USG06623,CUST0333,2022-08-09,Audit Logs,45.1,33
USG06624,CUST0144,2023-06-19,Analytics,2.4,39
USG06625,CUST0155,2022-07-05,Analytics,37.0,64
USG06626,CUST0217,2024-08-04,User Management,13.6,78
USG06627,CUST0490,2025-01-30,Automation,15.0,6
USG06628,CUST0211,2024-11-04,Automation,29.2,15
USG06629,CUST0402,2022-05-16,Reporting,14.2,16
USG06630,CUST0234,2024-02-03,Dashboard,66.2,14
USG06631,CUST0297,2024-06-16,Audit Logs,15.9,32
USG06632,CUST0199,2023-07-30,Dashboard,9.4,5
USG06633,CUST0139,2024-12-11,Bulk Import,3.5,61
USG06634,CUST0046,2022-09-28,Integrations,3.2,64
USG06635,CUST0416,2023-02-25,Dashboard,17.7,75
USG06636,CUST0454,2022-06-20,Notifications,51.0,23
USG06637,CUST0064,2025-06-08,Automation,23.4,75
USG06638,CUST0420,2025-12-30,Dashboard,24.6,66
USG06639,CUST0272,2023-12-12,Automation,3.2,64
USG06640,CUST0065,2024-08-28,Dashboard,7.9,7
USG06641,CUST0385,2023-03-07,Notifications,1.7,69
USG06642,CUST0058,2025-10-16,Audit Logs,8.7,40
USG06643,CUST0359,2024-08-26,Analytics,9.4,41
USG06644,CUST0102,2022-01-16,API Access,36.8,26
USG06645,CUST0212,2025-05-04,Notifications,7.9,57
USG06646,CUST0197,2023-11-02,Reporting,1.0,46
USG06647,CUST0449,2023-05-30,API Access,8.1,33
USG06648,CUST0259,2024-04-29,Integrations,4.3,9
USG06649,CUST0353,2022-07-20,User Management,21.2,2
USG06650,CUST0080,2024-11-29,Analytics,5.4,45
USG06651,CUST0120,2022-06-02,Analytics,1.4,2
USG06652,CUST0416,2025-05-14,Notifications,26.4,64
USG06653,CUST0397,2022-04-23,Integrations,15.3,46
USG06654,CUST0355,2025-10-28,User Management,10.3,61
USG06655,CUST0133,2022-06-29,User Management,2.8,40
USG06656,CUST0408,2025-06-19,User Management,1.9,58
USG06657,CUST0286,2024-10-10,Integrations,4.4,72
USG06658,CUST0486,2022-05-18,Integrations,84.8,53
USG06659,CUST0377,2023-08-02,User Management,79.3,45
USG06660,CUST0399,2024-01-12,Reporting,11.3,28
USG06661,CUST0369,2023-05-26,User Management,2.6,30
USG06662,CUST0496,2022-10-29,Automation,14.2,20
USG06663,CUST0258,2023-11-30,Bulk Import,5.2,49
USG06664,CUST0256,2023-02-10,Notifications,22.0,65
USG06665,CUST0212,2024-12-16,Notifications,5.8,20
USG06666,CUST0010,2023-10-07,Audit Logs,5.9,62
USG06667,CUST0375,2024-01-28,Audit Logs,18.2,69
USG06668,CUST0050,2024-11-03,Dashboard,37.8,33
USG06669,CUST0469,2025-10-18,Audit Logs,37.4,63
USG06670,CUST0331,2024-02-24,Integrations,11.9,70
USG06671,CUST0365,2023-06-21,Bulk Import,14.1,25
USG06672,CUST0248,2025-04-21,Integrations,3.6,53
USG06673,CUST0308,2025-03-27,Automation,4.6,47
USG06674,CUST0043,2025-07-31,Automation,9.4,11
USG06675,CUST0211,2022-12-18,Analytics,57.0,79
USG06676,CUST0293,2024-08-18,Analytics,12.9,20
USG06677,CUST0230,2025-06-04,Reporting,16.6,35
USG06678,CUST0495,2022-08-28,Integrations,35.4,75
USG06679,CUST0250,2023-08-11,Notifications,0.4,33
USG06680,CUST0496,2025-05-24,Audit Logs,22.4,12
USG06681,CUST0466,2023-01-15,Analytics,21.3,79
USG06682,CUST0274,2022-12-05,Bulk Import,25.3,65
USG06683,CUST0122,2022-07-02,Notifications,5.2,37
USG06684,CUST0489,2024-01-04,Audit Logs,18.6,51
USG06685,CUST0377,2025-03-19,Integrations,24.3,14
USG06686,CUST0109,2025-03-19,Analytics,1.2,60
USG06687,CUST0148,2022-03-05,Dashboard,1.4,18
USG06688,CUST0476,2024-08-14,Reporting,13.9,18
USG06689,CUST0448,2025-06-20,Dashboard,15.6,39
USG06690,CUST0210,2024-10-03,API Access,0.4,63
USG06691,CUST0289,2023-07-05,Analytics,31.5,18
USG06692,CUST0408,2022-09-14,User Management,12.2,36
USG06693,CUST0064,2024-03-31,Notifications,4.1,79
USG06694,CUST0499,2025-11-13,Analytics,22.5,44
USG06695,CUST0031,2024-10-19,Analytics,1.5,40
USG06696,CUST0497,2025-11-21,Reporting,75.6,59
USG06697,CUST0198,2024-02-19,Audit Logs,8.6,27
USG06698,CUST0491,2022-08-19,Dashboard,17.0,77
USG06699,CUST0080,2025-01-19,Automation,21.1,78
USG06700,CUST0303,2023-01-27,Audit Logs,7.4,59
USG06701,CUST0173,2024-04-19,Notifications,6.4,25
USG06702,CUST0033,2023-07-08,API Access,0.0,34
USG06703,CUST0352,2023-07-18,Integrations,31.4,34
USG06704,CUST0152,2023-04-12,Notifications,28.3,31
USG06705,CUST0464,2022-01-29,Notifications,2.4,27
USG06706,CUST0325,2023-10-12,Audit Logs,2.2,8
USG06707,CUST0450,2022-08-03,Bulk Import,4.1,45
USG06708,CUST0205,2024-06-12,Audit Logs,22.0,36
USG06709,CUST0367,2022-08-19,Dashboard,11.5,78
USG06710,CUST0100,2022-11-17,Automation,38.9,46
USG06711,CUST0482,2023-10-20,Reporting,0.9,22
USG06712,CUST0256,2023-06-06,API Access,10.9,1
USG06713,CUST0128,2025-10-21,Bulk Import,16.6,76
USG06714,CUST0112,2022-08-20,User Management,10.9,17
USG06715,CUST0120,2025-06-26,Bulk Import,15.2,76
USG06716,CUST0148,2023-07-30,Integrations,14.7,26
USG06717,CUST0352,2025-08-15,Dashboard,118.3,66
USG06718,CUST0228,2024-05-23,Reporting,10.6,74
USG06719,CUST0398,2024-05-05,API Access,15.2,28
USG06720,CUST0403,2025-07-07,Notifications,18.4,66
USG06721,CUST0417,2024-12-05,API Access,14.8,18
USG06722,CUST0424,2024-11-26,Bulk Import,15.9,50
USG06723,CUST0352,2022-11-04,Notifications,2.1,42
USG06724,CUST0242,2025-09-24,Bulk Import,22.0,40
USG06725,CUST0329,2023-12-13,Bulk Import,1.0,2
USG06726,CUST0286,2024-09-05,Audit Logs,1.4,27
USG06727,CUST0188,2025-04-25,Integrations,18.5,70
USG06728,CUST0127,2024-12-10,Reporting,1.4,50
USG06729,CUST0133,2025-12-23,Automation,13.7,13
USG06730,CUST0072,2024-11-01,Dashboard,22.4,25
USG06731,CUST0121,2025-09-19,Analytics,7.3,27
USG06732,CUST0315,2024-03-05,Analytics,9.3,44
USG06733,CUST0028,2024-10-13,API Access,1.9,34
USG06734,CUST0099,2022-09-29,Automation,13.4,11
USG06735,CUST0241,2022-02-17,Dashboard,9.3,53
USG06736,CUST0191,2025-12-27,Integrations,2.5,70
USG06737,CUST0085,2024-06-12,Dashboard,25.8,17
USG06738,CUST0425,2023-03-01,Notifications,22.3,75
USG06739,CUST0495,2023-06-25,API Access,62.3,47
USG06740,CUST0238,2025-11-20,Audit Logs,7.8,20
USG06741,CUST0103,2025-07-14,Audit Logs,14.4,50
USG06742,CUST0453,2025-06-19,User Management,3.1,2
USG06743,CUST0282,2024-10-31,API Access,96.7,22
USG06744,CUST0208,2024-08-19,API Access,38.9,16
USG06745,CUST0183,2025-08-10,Audit Logs,19.6,63
USG06746,CUST0441,2022-11-08,Audit Logs,11.5,22
USG06747,CUST0443,2022-07-01,User Management,1.2,24
USG06748,CUST0048,2024-06-13,Bulk Import,0.6,16
USG06749,CUST0228,2024-03-26,Automation,56.3,42
USG06750,CUST0256,2022-02-05,Analytics,18.9,55
USG06751,CUST0405,2024-05-20,API Access,6.0,62
USG06752,CUST0466,2023-05-11,Notifications,54.1,4
USG06753,CUST0259,2025-07-09,Reporting,2.3,30
USG06754,CUST0257,2024-06-27,Integrations,37.3,41
USG06755,CUST0382,2024-04-22,Integrations,17.9,59
USG06756,CUST0435,2023-01-15,Reporting,25.7,49
USG06757,CUST0413,2023-07-31,API Access,29.1,51
USG06758,CUST0254,2022-11-16,Dashboard,26.6,26
USG06759,CUST0159,2022-01-05,API Access,12.1,27
