ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_time_hours,satisfaction_score,description
TKT03408,CUST0151,Integration,Medium,Resolved,2025-05-19,2025-05-21,56.5,1.0,We need help setting up the webhook for order updates.
TKT03409,CUST0115,Feature Request,High,Resolved,2025-08-14,2025-08-14,16.3,3.0,Can you add a bulk user import via CSV?
TKT03410,CUST0243,Performance,Medium,Resolved,2022-06-12,2022-06-12,13.2,,Reports are taking over 2 minutes to load.
TKT03411,CUST0046,Onboarding,Medium,Resolved,2025-03-23,2025-03-24,26.3,3.0,We are stuck on the data migration step — need guidance.
TKT03412,CUST0311,Onboarding,Low,Resolved,2024-05-17,2024-05-22,136.4,1.0,We are stuck on the data migration step — need guidance.
TKT03413,CUST0002,Feature Request,Medium,Resolved,2023-10-22,2023-10-23,32.2,3.0,Would be great to have a mobile app version.
TKT03414,CUST0461,Performance,Critical,Resolved,2022-05-07,2022-05-07,1.2,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT03415,CUST0267,Technical Issue,Low,Resolved,2025-10-09,2025-10-12,95.4,5.0,Export to CSV is producing empty files.
TKT03416,CUST0009,Performance,Low,Resolved,2022-02-04,2022-02-07,72.7,3.0,API response times have increased significantly this week.
TKT03417,CUST0322,Onboarding,Medium,Resolved,2025-03-13,2025-03-13,9.4,4.0,Our team hasn't received the onboarding training invite.
TKT03418,CUST0018,Performance,Medium,Resolved,2022-09-02,2022-09-02,21.4,5.0,Reports are taking over 2 minutes to load.
TKT03419,CUST0235,Feature Request,High,Escalated,2024-08-12,2024-08-12,23.6,4.0,Would be great to have a mobile app version.
TKT03420,CUST0337,Billing,Critical,Resolved,2025-10-28,2025-10-28,3.8,4.0,Can you clarify the pricing for adding more users?
TKT03421,CUST0109,Account Management,Medium,Resolved,2022-07-25,2022-07-25,14.9,5.0,Can we change the primary account admin?
TKT03422,CUST0308,Feature Request,Critical,Resolved,2024-01-08,2024-01-08,5.1,3.0,We need custom date range filters in the reports section.
TKT03423,CUST0032,Performance,Medium,In Progress,2025-06-22,2025-06-24,67.0,4.0,API response times have increased significantly this week.
TKT03424,CUST0057,Account Management,Medium,Resolved,2025-02-27,2025-02-28,34.9,5.0,We need to add 10 more user seats to our plan.
TKT03425,CUST0011,Account Management,Medium,Resolved,2022-12-31,2023-01-01,44.6,,We need to add 10 more user seats to our plan.
TKT03426,CUST0116,Feature Request,High,Escalated,2025-09-09,2025-09-09,5.0,4.0,Please add a dark mode option to the dashboard.
TKT03427,CUST0363,Account Management,Medium,Resolved,2022-08-13,2022-08-14,34.2,2.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03428,CUST0451,Technical Issue,Medium,Resolved,2025-07-24,2025-07-25,34.4,,Login page throws an error when using SSO.
TKT03429,CUST0444,Integration,Medium,Open,2023-07-05,2023-07-07,50.7,,HubSpot integration is duplicating records.
TKT03430,CUST0456,Performance,Medium,Open,2022-01-06,2022-01-06,20.0,1.0,Reports are taking over 2 minutes to load.
TKT03431,CUST0120,Account Management,Medium,Resolved,2023-10-30,2023-10-31,43.1,3.0,Can we change the primary account admin?
TKT03432,CUST0121,Technical Issue,Low,In Progress,2025-07-13,2025-07-16,89.2,,Login page throws an error when using SSO.
TKT03433,CUST0391,Billing,Low,Open,2024-10-27,2024-10-30,94.3,2.0,My invoice doesn't match the amount on my credit card.
TKT03434,CUST0249,Account Management,High,Resolved,2025-08-15,2025-08-15,2.9,3.0,Can we change the primary account admin?
TKT03435,CUST0089,Technical Issue,Medium,Resolved,2024-11-05,2024-11-06,45.5,,The dashboard is not loading — getting a 504 error.
TKT03436,CUST0266,Feature Request,Medium,Resolved,2023-05-05,2023-05-06,42.5,,We need custom date range filters in the reports section.
TKT03437,CUST0449,Account Management,Medium,In Progress,2024-04-30,2024-05-01,43.2,4.0,We need to add 10 more user seats to our plan.
TKT03438,CUST0018,Account Management,Low,Resolved,2022-10-17,2022-10-20,72.1,5.0,We need to update our billing contact information.
TKT03439,CUST0361,Account Management,High,Open,2023-01-17,2023-01-17,21.2,,We'd like to upgrade from Growth to Enterprise plan.
TKT03440,CUST0256,Billing,Medium,Resolved,2025-01-09,2025-01-10,40.0,3.0,I was charged twice this month for my subscription.
TKT03441,CUST0253,Performance,Low,Open,2023-06-12,2023-06-13,42.4,1.0,Bulk data export is timing out for large datasets.
TKT03442,CUST0243,Integration,Low,Resolved,2025-12-19,2025-12-22,82.1,,Zapier connection keeps timing out.
TKT03443,CUST0472,Feature Request,Medium,Resolved,2023-04-22,2023-04-23,24.3,,Can you add a bulk user import via CSV?
TKT03444,CUST0322,Feature Request,High,Resolved,2025-06-09,2025-06-09,23.0,5.0,We need custom date range filters in the reports section.
TKT03445,CUST0148,Onboarding,Low,Resolved,2022-07-09,2022-07-11,51.7,5.0,We are stuck on the data migration step — need guidance.
TKT03446,CUST0023,Integration,Low,In Progress,2022-08-05,2022-08-08,83.3,,We need help setting up the webhook for order updates.
TKT03447,CUST0337,Onboarding,Medium,Resolved,2025-07-27,2025-07-28,33.4,3.0,Can someone walk us through connecting our CRM?
TKT03448,CUST0295,Technical Issue,Low,Resolved,2025-11-26,2025-11-27,41.7,3.0,The dashboard is not loading — getting a 504 error.
TKT03449,CUST0139,Feature Request,High,Resolved,2024-02-12,2024-02-12,13.9,5.0,Please add a dark mode option to the dashboard.
TKT03450,CUST0068,Account Management,Medium,Resolved,2024-12-14,2024-12-14,19.4,5.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03451,CUST0343,Performance,Medium,Resolved,2025-05-01,2025-05-02,25.6,4.0,The platform is very slow during peak hours (9-11am EST).
TKT03452,CUST0391,Billing,Low,Resolved,2023-05-29,2023-06-03,129.0,2.0,I was charged twice this month for my subscription.
TKT03453,CUST0185,Onboarding,Low,Resolved,2023-06-11,2023-06-13,66.2,4.0,The setup wizard keeps freezing at Step 3.
TKT03454,CUST0146,Feature Request,Low,Resolved,2024-05-11,2024-05-14,74.0,4.0,Would be great to have a mobile app version.
TKT03455,CUST0150,Performance,Medium,Resolved,2023-10-12,2023-10-12,21.4,4.0,Bulk data export is timing out for large datasets.
TKT03456,CUST0443,Billing,High,Escalated,2025-06-04,2025-06-04,7.0,,My invoice doesn't match the amount on my credit card.
TKT03457,CUST0244,Integration,Low,Open,2022-06-06,2022-06-07,41.1,3.0,We need help setting up the webhook for order updates.
TKT03458,CUST0317,Onboarding,Medium,Resolved,2024-12-15,2024-12-15,16.8,,Can someone walk us through connecting our CRM?
TKT03459,CUST0068,Performance,High,Resolved,2024-06-22,2024-06-22,18.2,4.0,The platform is very slow during peak hours (9-11am EST).
TKT03460,CUST0060,Technical Issue,Critical,Resolved,2022-01-04,2022-01-04,6.0,5.0,Our data sync stopped working after the last update.
TKT03461,CUST0051,Technical Issue,Low,Resolved,2022-10-09,2022-10-10,37.0,4.0,Our data sync stopped working after the last update.
TKT03462,CUST0153,Billing,Medium,In Progress,2023-12-09,2023-12-09,16.7,5.0,I was charged twice this month for my subscription.
TKT03463,CUST0121,Technical Issue,Low,Resolved,2025-05-22,2025-05-24,64.1,4.0,Login page throws an error when using SSO.
TKT03464,CUST0490,Feature Request,Low,Resolved,2022-01-02,2022-01-04,62.2,3.0,We need custom date range filters in the reports section.
TKT03465,CUST0350,Integration,High,Resolved,2023-01-03,2023-01-03,23.3,3.0,The Salesforce integration is not syncing contacts properly.
TKT03466,CUST0144,Account Management,Critical,Resolved,2024-01-27,2024-01-27,7.2,5.0,We need to update our billing contact information.
TKT03467,CUST0260,Integration,Medium,Resolved,2025-03-30,2025-03-31,28.6,3.0,HubSpot integration is duplicating records.
TKT03468,CUST0052,Account Management,Critical,Resolved,2025-06-24,2025-06-24,2.9,4.0,We need to update our billing contact information.
TKT03469,CUST0070,Account Management,Medium,Open,2024-04-23,2024-04-23,18.2,,We need to update our billing contact information.
TKT03470,CUST0458,Feature Request,Medium,Open,2023-09-25,2023-09-25,15.8,,We need custom date range filters in the reports section.
TKT03471,CUST0394,Integration,Medium,Resolved,2025-07-04,2025-07-04,13.6,,HubSpot integration is duplicating records.
TKT03472,CUST0111,Technical Issue,Low,Resolved,2023-07-22,2023-07-25,79.8,3.0,The dashboard is not loading — getting a 504 error.
TKT03473,CUST0042,Performance,Medium,Resolved,2024-07-30,2024-07-30,17.0,3.0,The platform is very slow during peak hours (9-11am EST).
TKT03474,CUST0117,Billing,Medium,Resolved,2025-09-04,2025-09-05,39.9,3.0,Requesting a refund for unused seats on our plan.
TKT03475,CUST0258,Technical Issue,High,Resolved,2022-02-28,2022-02-28,22.3,,Our data sync stopped working after the last update.
TKT03476,CUST0464,Technical Issue,Medium,Escalated,2025-06-22,2025-06-23,40.4,4.0,Notifications are not being delivered to our team emails.
TKT03477,CUST0026,Technical Issue,Medium,Resolved,2022-08-17,2022-08-18,30.8,5.0,Our data sync stopped working after the last update.
TKT03478,CUST0084,Feature Request,Low,Resolved,2025-06-30,2025-07-02,49.9,4.0,We need custom date range filters in the reports section.
TKT03479,CUST0322,Account Management,Low,In Progress,2022-10-21,2022-10-24,82.8,3.0,We need to add 10 more user seats to our plan.
TKT03480,CUST0290,Onboarding,Medium,In Progress,2025-03-26,2025-03-27,35.6,3.0,We are stuck on the data migration step — need guidance.
TKT03481,CUST0451,Integration,Low,Resolved,2024-02-02,2024-02-03,43.9,3.0,We need help setting up the webhook for order updates.
TKT03482,CUST0031,Billing,Medium,Resolved,2022-09-16,2022-09-16,16.9,4.0,The upgrade price shown in the app is different from what I was charged.
TKT03483,CUST0013,Billing,Low,In Progress,2024-03-01,2024-03-04,85.9,4.0,The upgrade price shown in the app is different from what I was charged.
TKT03484,CUST0123,Integration,High,In Progress,2024-08-30,2024-08-31,38.2,,Our API key stopped working after a password reset.
TKT03485,CUST0231,Performance,High,Resolved,2022-07-06,2022-07-06,18.4,4.0,API response times have increased significantly this week.
TKT03486,CUST0199,Technical Issue,High,Resolved,2022-12-28,2022-12-28,4.4,3.0,Notifications are not being delivered to our team emails.
TKT03487,CUST0209,Technical Issue,Critical,Resolved,2024-08-29,2024-08-29,7.8,3.0,The dashboard is not loading — getting a 504 error.
TKT03488,CUST0340,Integration,High,Resolved,2023-02-26,2023-02-26,23.0,3.0,Zapier connection keeps timing out.
TKT03489,CUST0120,Onboarding,Low,Open,2022-03-17,2022-03-19,51.6,4.0,We need help setting up user roles and permissions.
TKT03490,CUST0090,Performance,Medium,Escalated,2022-11-09,2022-11-10,31.0,4.0,Bulk data export is timing out for large datasets.
TKT03491,CUST0387,Performance,Medium,Resolved,2024-10-09,2024-10-09,23.0,4.0,API response times have increased significantly this week.
TKT03492,CUST0190,Feature Request,High,Resolved,2022-04-20,2022-04-20,10.5,3.0,Please add a dark mode option to the dashboard.
TKT03493,CUST0477,Technical Issue,Medium,Resolved,2023-06-08,2023-06-09,25.5,4.0,Our data sync stopped working after the last update.
TKT03494,CUST0467,Performance,Medium,In Progress,2022-06-01,2022-06-02,44.4,1.0,Bulk data export is timing out for large datasets.
TKT03495,CUST0385,Feature Request,High,Resolved,2022-10-20,2022-10-20,8.5,5.0,We'd love a Slack integration for real-time alerts.
TKT03496,CUST0401,Onboarding,Low,Resolved,2022-10-29,2022-10-31,50.4,5.0,We are stuck on the data migration step — need guidance.
TKT03497,CUST0118,Onboarding,Low,Resolved,2025-09-03,2025-09-06,90.7,,Our team hasn't received the onboarding training invite.
TKT03498,CUST0385,Account Management,Medium,Resolved,2024-09-21,2024-09-22,44.5,,We need to add 10 more user seats to our plan.
TKT03499,CUST0063,Feature Request,Medium,In Progress,2023-12-04,2023-12-05,27.8,3.0,Can you add a bulk user import via CSV?
TKT03500,CUST0050,Account Management,Medium,Resolved,2025-10-28,2025-10-28,20.7,4.0,We need to add 10 more user seats to our plan.
TKT03501,CUST0012,Performance,Medium,Resolved,2023-03-14,2023-03-15,41.6,3.0,API response times have increased significantly this week.
TKT03502,CUST0281,Billing,Medium,In Progress,2024-11-14,2024-11-14,17.6,5.0,Requesting a refund for unused seats on our plan.
TKT03503,CUST0258,Performance,High,Resolved,2023-04-05,2023-04-05,11.4,5.0,API response times have increased significantly this week.
TKT03504,CUST0392,Integration,Medium,Resolved,2025-03-03,2025-03-04,38.9,4.0,Zapier connection keeps timing out.
TKT03505,CUST0150,Technical Issue,Medium,Resolved,2025-08-20,2025-08-23,75.7,3.0,Our data sync stopped working after the last update.
TKT03506,CUST0086,Account Management,Medium,Resolved,2024-04-06,2024-04-07,28.6,4.0,We need to update our billing contact information.
TKT03507,CUST0414,Performance,High,In Progress,2024-07-16,2024-07-16,13.5,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT03508,CUST0391,Feature Request,Low,Resolved,2024-11-13,2024-11-15,50.7,4.0,We need custom date range filters in the reports section.
TKT03509,CUST0399,Integration,Low,Resolved,2022-08-10,2022-08-11,31.7,5.0,Zapier connection keeps timing out.
TKT03510,CUST0439,Technical Issue,High,Resolved,2024-04-25,2024-04-25,20.2,2.0,Login page throws an error when using SSO.
TKT03511,CUST0111,Onboarding,High,Escalated,2022-02-11,2022-02-11,21.3,5.0,We need help setting up user roles and permissions.
TKT03512,CUST0189,Account Management,Medium,In Progress,2024-02-29,2024-02-29,15.6,,We need to update our billing contact information.
TKT03513,CUST0180,Onboarding,Low,Resolved,2023-02-22,2023-02-27,132.2,,Our team hasn't received the onboarding training invite.
TKT03514,CUST0114,Performance,Medium,Resolved,2022-05-14,2022-05-14,19.5,4.0,Reports are taking over 2 minutes to load.
TKT03515,CUST0247,Technical Issue,Medium,Resolved,2025-09-06,2025-09-06,19.6,3.0,Login page throws an error when using SSO.
TKT03516,CUST0272,Billing,Medium,In Progress,2023-03-31,2023-03-31,14.1,5.0,Can you clarify the pricing for adding more users?
TKT03517,CUST0137,Billing,Low,In Progress,2022-07-07,2022-07-09,56.8,3.0,My invoice doesn't match the amount on my credit card.
TKT03518,CUST0249,Billing,Medium,Resolved,2022-07-27,2022-07-28,29.2,4.0,Can you clarify the pricing for adding more users?
TKT03519,CUST0239,Onboarding,High,In Progress,2023-04-25,2023-04-25,19.9,1.0,Can someone walk us through connecting our CRM?
TKT03520,CUST0407,Technical Issue,Medium,Resolved,2025-06-02,2025-06-02,23.6,1.0,The dashboard is not loading — getting a 504 error.
TKT03521,CUST0497,Onboarding,Medium,Resolved,2025-08-27,2025-08-29,65.0,1.0,We are stuck on the data migration step — need guidance.
TKT03522,CUST0237,Billing,Low,Open,2023-03-18,2023-03-20,53.6,4.0,The upgrade price shown in the app is different from what I was charged.
TKT03523,CUST0037,Integration,Low,Resolved,2022-07-12,2022-07-13,38.8,2.0,We need help setting up the webhook for order updates.
TKT03524,CUST0256,Billing,High,Resolved,2022-07-25,2022-07-25,2.1,,My invoice doesn't match the amount on my credit card.
TKT03525,CUST0060,Technical Issue,Medium,Resolved,2025-02-20,2025-02-21,41.2,5.0,The dashboard is not loading — getting a 504 error.
TKT03526,CUST0433,Performance,Low,Resolved,2022-06-06,2022-06-09,78.8,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT03527,CUST0405,Feature Request,Medium,Resolved,2022-08-18,2022-08-18,13.1,4.0,We need custom date range filters in the reports section.
TKT03528,CUST0462,Onboarding,High,Resolved,2022-03-23,2022-03-24,32.7,,We need help setting up user roles and permissions.
TKT03529,CUST0042,Account Management,High,Open,2024-05-21,2024-05-21,7.0,,Can we change the primary account admin?
TKT03530,CUST0186,Billing,Medium,Resolved,2023-06-11,2023-06-13,62.3,3.0,Can you clarify the pricing for adding more users?
TKT03531,CUST0063,Onboarding,Medium,In Progress,2022-08-11,2022-08-11,16.8,1.0,Our team hasn't received the onboarding training invite.
TKT03532,CUST0130,Account Management,Medium,In Progress,2025-05-03,2025-05-03,23.6,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03533,CUST0081,Performance,Low,Resolved,2024-11-27,2024-11-29,71.8,4.0,Bulk data export is timing out for large datasets.
TKT03534,CUST0026,Feature Request,Medium,Resolved,2023-12-09,2023-12-10,32.7,3.0,Can you add a bulk user import via CSV?
TKT03535,CUST0496,Feature Request,Medium,Resolved,2022-10-11,2022-10-12,24.8,,Please add a dark mode option to the dashboard.
TKT03536,CUST0060,Performance,Medium,Resolved,2023-10-19,2023-10-19,19.5,3.0,The platform is very slow during peak hours (9-11am EST).
TKT03537,CUST0080,Billing,Medium,Resolved,2025-11-14,2025-11-14,16.3,3.0,I was charged twice this month for my subscription.
TKT03538,CUST0399,Integration,Medium,Resolved,2024-05-21,2024-05-22,41.3,4.0,Our API key stopped working after a password reset.
TKT03539,CUST0453,Technical Issue,Low,Resolved,2024-09-28,2024-10-02,102.3,2.0,Notifications are not being delivered to our team emails.
TKT03540,CUST0472,Account Management,High,In Progress,2025-06-07,2025-06-07,11.5,,We need to update our billing contact information.
TKT03541,CUST0214,Onboarding,High,In Progress,2024-06-13,2024-06-13,9.3,2.0,We need help setting up user roles and permissions.
TKT03542,CUST0485,Performance,Medium,Open,2025-06-03,2025-06-05,51.1,1.0,Bulk data export is timing out for large datasets.
TKT03543,CUST0253,Billing,Critical,Resolved,2023-09-02,2023-09-02,10.8,3.0,Requesting a refund for unused seats on our plan.
TKT03544,CUST0435,Feature Request,Medium,Resolved,2024-04-13,2024-04-13,21.8,3.0,Can you add a bulk user import via CSV?
TKT03545,CUST0461,Performance,Medium,Open,2023-12-07,2023-12-07,15.9,,API response times have increased significantly this week.
TKT03546,CUST0109,Performance,High,In Progress,2024-12-03,2024-12-03,22.0,3.0,The platform is very slow during peak hours (9-11am EST).
TKT03547,CUST0398,Technical Issue,High,Resolved,2024-02-13,2024-02-13,11.4,5.0,Notifications are not being delivered to our team emails.
TKT03548,CUST0066,Onboarding,High,Resolved,2025-05-01,2025-05-01,18.9,,Can someone walk us through connecting our CRM?
TKT03549,CUST0176,Performance,Low,Resolved,2022-05-01,2022-05-02,37.6,5.0,Reports are taking over 2 minutes to load.
TKT03550,CUST0052,Account Management,Medium,Resolved,2024-02-27,2024-02-28,24.6,5.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03551,CUST0469,Technical Issue,Medium,Resolved,2025-02-06,2025-02-06,14.9,3.0,Our data sync stopped working after the last update.
TKT03552,CUST0490,Feature Request,Medium,Open,2023-03-24,2023-03-24,22.0,3.0,Can you add a bulk user import via CSV?
TKT03553,CUST0269,Integration,Critical,Resolved,2024-04-30,2024-04-30,6.7,5.0,Our API key stopped working after a password reset.
TKT03554,CUST0462,Performance,Low,Resolved,2022-01-11,2022-01-17,150.5,1.0,Reports are taking over 2 minutes to load.
TKT03555,CUST0415,Performance,Medium,Resolved,2024-03-23,2024-03-23,10.9,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT03556,CUST0005,Billing,High,Resolved,2022-07-02,2022-07-02,4.5,,Can you clarify the pricing for adding more users?
TKT03557,CUST0195,Account Management,Low,Resolved,2022-05-22,2022-05-24,49.5,3.0,We need to update our billing contact information.
TKT03558,CUST0184,Integration,Medium,Resolved,2024-04-09,2024-04-09,21.5,3.0,We need help setting up the webhook for order updates.
TKT03559,CUST0308,Onboarding,High,Open,2024-01-17,2024-01-17,2.5,5.0,We need help setting up user roles and permissions.
TKT03560,CUST0389,Technical Issue,Low,In Progress,2024-01-30,2024-01-31,28.6,5.0,Notifications are not being delivered to our team emails.
TKT03561,CUST0032,Billing,Medium,Resolved,2023-06-27,2023-06-28,31.7,,My invoice doesn't match the amount on my credit card.
TKT03562,CUST0116,Technical Issue,High,Resolved,2025-10-19,2025-10-19,10.3,4.0,Our data sync stopped working after the last update.
TKT03563,CUST0212,Performance,Low,In Progress,2022-01-18,2022-01-21,84.1,4.0,The platform is very slow during peak hours (9-11am EST).
TKT03564,CUST0447,Onboarding,High,Resolved,2024-05-04,2024-05-05,29.1,1.0,We are stuck on the data migration step — need guidance.
TKT03565,CUST0041,Performance,Low,Resolved,2023-11-27,2023-11-28,40.5,4.0,Reports are taking over 2 minutes to load.
TKT03566,CUST0137,Account Management,Critical,Resolved,2023-01-16,2023-01-16,4.0,3.0,We need to update our billing contact information.
TKT03567,CUST0407,Onboarding,Medium,Resolved,2023-06-11,2023-06-13,59.6,3.0,Our team hasn't received the onboarding training invite.
TKT03568,CUST0104,Account Management,High,Resolved,2024-11-02,2024-11-02,21.2,,Please help us set up SSO for our organization.
TKT03569,CUST0371,Technical Issue,Medium,Resolved,2025-05-03,2025-05-05,66.1,1.0,Export to CSV is producing empty files.
TKT03570,CUST0337,Onboarding,Low,Resolved,2025-02-16,2025-02-19,80.9,,The setup wizard keeps freezing at Step 3.
TKT03571,CUST0261,Integration,Medium,Resolved,2022-11-28,2022-11-30,54.5,4.0,HubSpot integration is duplicating records.
TKT03572,CUST0302,Integration,Low,Resolved,2023-08-13,2023-08-15,48.5,3.0,Our API key stopped working after a password reset.
TKT03573,CUST0011,Billing,Low,Resolved,2025-07-26,2025-07-30,106.5,1.0,The upgrade price shown in the app is different from what I was charged.
TKT03574,CUST0165,Account Management,Low,Resolved,2023-03-04,2023-03-06,64.7,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03575,CUST0318,Integration,Medium,Resolved,2022-09-20,2022-09-21,47.1,3.0,Zapier connection keeps timing out.
TKT03576,CUST0174,Account Management,Low,Open,2022-01-18,2022-01-19,26.3,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03577,CUST0483,Technical Issue,Medium,Resolved,2025-09-11,2025-09-11,15.3,4.0,Our data sync stopped working after the last update.
TKT03578,CUST0422,Onboarding,Medium,Resolved,2023-03-23,2023-03-23,12.2,3.0,The setup wizard keeps freezing at Step 3.
TKT03579,CUST0369,Account Management,Medium,Resolved,2022-03-07,2022-03-07,12.9,5.0,We need to add 10 more user seats to our plan.
TKT03580,CUST0180,Billing,Medium,In Progress,2025-09-28,2025-09-29,26.0,4.0,My invoice doesn't match the amount on my credit card.
TKT03581,CUST0427,Integration,Medium,Resolved,2022-09-12,2022-09-12,21.5,5.0,Our API key stopped working after a password reset.
TKT03582,CUST0284,Onboarding,High,Escalated,2024-09-01,2024-09-01,5.7,2.0,The setup wizard keeps freezing at Step 3.
TKT03583,CUST0453,Integration,Low,In Progress,2025-11-27,2025-12-01,115.5,1.0,The Salesforce integration is not syncing contacts properly.
TKT03584,CUST0402,Account Management,Low,Resolved,2022-12-23,2022-12-24,47.8,,Please help us set up SSO for our organization.
TKT03585,CUST0218,Account Management,Low,Open,2025-10-10,2025-10-13,80.1,4.0,We need to add 10 more user seats to our plan.
TKT03586,CUST0001,Performance,Medium,Resolved,2022-10-17,2022-10-18,45.3,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT03587,CUST0079,Performance,Medium,Open,2024-09-12,2024-09-12,21.2,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT03588,CUST0025,Performance,Medium,Resolved,2023-12-26,2023-12-26,9.4,5.0,API response times have increased significantly this week.
TKT03589,CUST0478,Performance,Low,Resolved,2025-01-24,2025-01-25,46.6,4.0,API response times have increased significantly this week.
TKT03590,CUST0441,Feature Request,Low,Open,2024-05-10,2024-05-12,71.3,2.0,We'd love a Slack integration for real-time alerts.
TKT03591,CUST0043,Billing,Medium,Resolved,2025-07-29,2025-07-30,36.3,3.0,My invoice doesn't match the amount on my credit card.
TKT03592,CUST0432,Technical Issue,Low,Open,2022-03-26,2022-03-28,52.3,3.0,Our data sync stopped working after the last update.
TKT03593,CUST0210,Technical Issue,Low,In Progress,2025-11-03,2025-11-05,50.6,,Export to CSV is producing empty files.
TKT03594,CUST0075,Integration,Medium,In Progress,2024-05-25,2024-05-26,40.8,3.0,The Salesforce integration is not syncing contacts properly.
TKT03595,CUST0377,Account Management,Low,Resolved,2025-06-24,2025-06-26,61.1,5.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03596,CUST0349,Feature Request,Critical,Resolved,2023-09-23,2023-09-23,11.9,,We'd love a Slack integration for real-time alerts.
TKT03597,CUST0150,Account Management,Medium,In Progress,2025-10-15,2025-10-17,61.7,4.0,Please help us set up SSO for our organization.
TKT03598,CUST0063,Performance,High,Resolved,2024-05-10,2024-05-11,32.1,3.0,Reports are taking over 2 minutes to load.
TKT03599,CUST0050,Onboarding,Low,Open,2022-12-25,2022-12-28,87.8,,Our team hasn't received the onboarding training invite.
TKT03600,CUST0101,Billing,Medium,In Progress,2023-12-25,2023-12-26,42.5,4.0,The upgrade price shown in the app is different from what I was charged.
TKT03601,CUST0233,Billing,Low,Resolved,2023-11-21,2023-11-22,25.7,4.0,The upgrade price shown in the app is different from what I was charged.
TKT03602,CUST0480,Onboarding,Medium,Resolved,2025-10-11,2025-10-12,35.7,3.0,Our team hasn't received the onboarding training invite.
TKT03603,CUST0486,Billing,Medium,Resolved,2025-06-16,2025-06-17,24.4,5.0,My invoice doesn't match the amount on my credit card.
TKT03604,CUST0391,Feature Request,Medium,Resolved,2022-08-08,2022-08-10,54.3,,Can you add a bulk user import via CSV?
TKT03605,CUST0008,Performance,High,In Progress,2023-06-17,2023-06-17,6.3,4.0,API response times have increased significantly this week.
TKT03606,CUST0163,Integration,High,Resolved,2024-03-05,2024-03-05,3.1,,The Salesforce integration is not syncing contacts properly.
TKT03607,CUST0352,Technical Issue,Low,In Progress,2024-11-17,2024-11-19,59.2,3.0,Notifications are not being delivered to our team emails.
TKT03608,CUST0063,Integration,Low,Resolved,2025-10-18,2025-10-22,105.4,4.0,The Salesforce integration is not syncing contacts properly.
TKT03609,CUST0260,Integration,Medium,Resolved,2023-03-28,2023-03-29,30.4,5.0,HubSpot integration is duplicating records.
TKT03610,CUST0310,Technical Issue,Low,Open,2023-11-12,2023-11-13,24.2,3.0,Login page throws an error when using SSO.
TKT03611,CUST0234,Onboarding,Medium,Resolved,2022-07-30,2022-07-31,28.5,4.0,Can someone walk us through connecting our CRM?
TKT03612,CUST0164,Performance,Low,Resolved,2024-04-22,2024-04-23,33.4,3.0,Bulk data export is timing out for large datasets.
TKT03613,CUST0266,Integration,Low,Resolved,2024-11-11,2024-11-12,31.7,4.0,We need help setting up the webhook for order updates.
TKT03614,CUST0384,Billing,Medium,Open,2024-09-28,2024-09-29,25.7,,Can you clarify the pricing for adding more users?
TKT03615,CUST0236,Feature Request,Medium,Resolved,2022-08-25,2022-08-25,17.6,,We need custom date range filters in the reports section.
TKT03616,CUST0219,Account Management,Low,Resolved,2023-12-07,2023-12-09,48.7,,Please help us set up SSO for our organization.
TKT03617,CUST0190,Billing,Low,Resolved,2024-11-28,2024-12-03,139.6,4.0,Requesting a refund for unused seats on our plan.
TKT03618,CUST0110,Integration,Low,Resolved,2022-12-14,2022-12-16,57.8,4.0,HubSpot integration is duplicating records.
TKT03619,CUST0212,Technical Issue,Medium,Resolved,2023-02-04,2023-02-04,19.5,,Export to CSV is producing empty files.
TKT03620,CUST0104,Feature Request,Medium,Resolved,2024-08-27,2024-08-27,20.4,5.0,Would be great to have a mobile app version.
TKT03621,CUST0229,Feature Request,Medium,Resolved,2023-08-29,2023-08-30,25.1,5.0,Please add a dark mode option to the dashboard.
TKT03622,CUST0059,Integration,High,Open,2024-09-27,2024-09-27,10.9,2.0,The Salesforce integration is not syncing contacts properly.
TKT03623,CUST0458,Feature Request,High,In Progress,2024-11-10,2024-11-10,14.0,4.0,Please add a dark mode option to the dashboard.
TKT03624,CUST0461,Account Management,Medium,Open,2023-03-23,2023-03-24,38.8,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT03625,CUST0195,Feature Request,Low,Resolved,2025-12-14,2025-12-16,71.7,4.0,Would be great to have a mobile app version.
TKT03626,CUST0220,Performance,Medium,In Progress,2025-01-22,2025-01-23,27.6,,Dashboard charts lag when we have more than 5 filters active.
TKT03627,CUST0041,Technical Issue,Medium,In Progress,2022-12-05,2022-12-05,21.6,,Notifications are not being delivered to our team emails.
